Pixel,Wavelength(nm),Intensity(Counts)
2946,820.3,3115
2947,820.5,3148
2948,820.8,3142
2949,821,3171
2950,821.3,3211
2951,821.5,3233
2952,821.7,3326
2953,822,3361
2954,822.2,3341
2955,822.5,3321
2956,822.7,3345
2957,823,3328
2958,823.2,3356
2959,823.5,3400
2960,823.7,3452
2961,824,3531
2962,824.2,3551
2963,824.4,3520
2964,824.7,3532
2965,824.9,3580
2966,825.2,3468
2967,825.4,3464
2968,825.7,3505
2969,825.9,3575
2970,826.2,3618
2971,826.4,3641
2972,826.7,3657
2973,826.9,3691
2974,827.1,3782
2975,827.4,3840
2976,827.6,3783
2977,827.9,3763
2978,828.1,3757
2979,828.4,3828
2980,828.6,3822
2981,828.9,3911
2982,829.1,3947
2983,829.4,4010
2984,829.6,4110
2985,829.8,4159
2986,830.1,4202
2987,830.3,4269
2988,830.6,4245
2989,830.8,4208
2990,831.1,4223
2991,831.3,4221
2992,831.6,4222
2993,831.8,4297
2994,832.1,4316
2995,832.3,4411
2996,832.5,4502
2997,832.8,4520
2998,833,4472
2999,833.3,4500
3000,833.5,4588
3001,833.8,4635
3002,834,4554
3003,834.3,4555
3004,834.5,4487
3005,834.8,4558
3006,835,4609
3007,835.3,4732
3008,835.5,4713
3009,835.7,4763
3010,836,4782
3011,836.2,4768
3012,836.5,4817
3013,836.7,4849
3014,837,4877
3015,837.2,4888
3016,837.5,4880
3017,837.7,4829
3018,838,4863
3019,838.2,4929
3020,838.4,5040
3021,838.7,5151
3022,838.9,5151
3023,839.2,5111
3024,839.4,5089
3025,839.7,5111
3026,839.9,5157
3027,840.2,5141
3028,840.4,5132
3029,840.7,5177
3030,840.9,5286
3031,841.2,5264
3032,841.4,5300
3033,841.6,5352
3034,841.9,5383
3035,842.1,5401
3036,842.4,5364
3037,842.6,5302
3038,842.9,5319
3039,843.1,5434
3040,843.4,5372
3041,843.6,5335
3042,843.9,5333
3043,844.1,5358
3044,844.4,5348
3045,844.6,5411
3046,844.8,5477
3047,845.1,5534
3048,845.3,5562
3049,845.6,5505
3050,845.8,5469
3051,846.1,5469
3052,846.3,5455
3053,846.6,5392
3054,846.8,5368
3055,847.1,5399
3056,847.3,5430
3057,847.6,5441
3058,847.8,5361
3059,848,5319
3060,848.3,5309
3061,848.5,5225
3062,848.8,5227
3063,849,5175
3064,849.3,5111
3065,849.5,5052
3066,849.8,5045
3067,850,5005
3068,850.3,5013
3069,850.5,5031
3070,850.8,4979
3071,851,4911
3072,851.2,4860
3073,851.5,4777
3074,851.7,4705
3075,852,4625
3076,852.2,4608
3077,852.5,4625
3078,852.7,4656
3079,853,4559
3080,853.2,4577
3081,853.5,4655
3082,853.7,4517
3083,854,4423
3084,854.2,4388
3085,854.5,4287
3086,854.7,4279
3087,854.9,4143
3088,855.2,4116
3089,855.4,4007
3090,855.7,4005
3091,855.9,4035
3092,856.2,4009
3093,856.4,3995
3094,856.7,3977
3095,856.9,4001
3096,857.2,4008
3097,857.4,3884
3098,857.7,3789
3099,857.9,3778
3100,858.1,3714
3101,858.4,3669
3102,858.6,3555
3103,858.9,3493
3104,859.1,3435
3105,859.4,3382
3106,859.6,3437
3107,859.9,3379
3108,860.1,3267
3109,860.4,3185
3110,860.6,3146
3111,860.9,3121
3112,861.1,3151
3113,861.4,3093
3114,861.6,3006
3115,861.8,3012
3116,862.1,3053
3117,862.3,2949
3118,862.6,2893
3119,862.8,2817
3120,863.1,2795
3121,863.3,2790
3122,863.6,2771
3123,863.8,2745
3124,864.1,2772
3125,864.3,2687
3126,864.6,2699
3127,864.8,2663
3128,865.1,2641
3129,865.3,2551
3130,865.6,2504
3131,865.8,2491
3132,866,2407
3133,866.3,2408
3134,866.5,2386
3135,866.8,2441
3136,867,2411
3137,867.3,2421
3138,867.5,2412
3139,867.8,2358
3140,868,2313
3141,868.3,2246
3142,868.5,2182
3143,868.8,2163
3144,869,2114
3145,869.3,2215
3146,869.5,2217
3147,869.7,2215
3148,870,2195
3149,870.2,2190
3150,870.5,2143
3151,870.7,2174
3152,871,2114
3153,871.2,2103
3154,871.5,2059
3155,871.7,2010
3156,872,2016
3157,872.2,2049
3158,872.5,2043
3159,872.7,2016
3160,873,2002
3161,873.2,1985
3162,873.5,1991
3163,873.7,1926
3164,873.9,1921
3165,874.2,1900
3166,874.4,1924
3167,874.7,1912
3168,874.9,1921
3169,875.2,1899
3170,875.4,1897
3171,875.7,1837
3172,875.9,1879
3173,876.2,1844
3174,876.4,1832
3175,876.7,1811
3176,876.9,1792
3177,877.2,1865
3178,877.4,1810
3179,877.7,1730
3180,877.9,1731
3181,878.2,1716
3182,878.4,1725
3183,878.6,1764
3184,878.9,1748
3185,879.1,1764
3186,879.4,1779
3187,879.6,1785
3188,879.9,1761
3189,880.1,1721
3190,880.4,1775
3191,880.6,1765
3192,880.9,1800
3193,881.1,1767
3194,881.4,1774
3195,881.6,1787
3196,881.9,1768
3197,882.1,1697
3198,882.4,1681
3199,882.6,1750
3200,882.9,1775
3201,883.1,1690
3202,883.3,1688
3203,883.6,1724
3204,883.8,1710
3205,884.1,1685
3206,884.3,1661
3207,884.6,1645
3208,884.8,1598
3209,885.1,1614
3210,885.3,1685
3211,885.6,1659
3212,885.8,1632
3213,886.1,1584
3214,886.3,1557
3215,886.6,1555
3216,886.8,1584
3217,887.1,1531
3218,887.3,1612
3219,887.6,1633
3220,887.8,1661
3221,888,1665
3222,888.3,1698
3223,888.5,1637
3224,888.8,1617
3225,889,1623
3226,889.3,1639
3227,889.5,1598
3228,889.8,1613
3229,890,1621
3230,890.3,1618
3231,890.5,1621
3232,890.8,1617
3233,891,1582
3234,891.3,1591
3235,891.5,1581
3236,891.8,1598
3237,892,1590
3238,892.3,1565
3239,892.5,1600
3240,892.8,1672
3241,893,1657
3242,893.3,1645
3243,893.5,1609
3244,893.7,1621
3245,894,1625
3246,894.2,1568
3247,894.5,1579
3248,894.7,1549
3249,895,1520
3250,895.2,1536
3251,895.5,1549
3252,895.7,1546
3253,896,1511
3254,896.2,1536
3255,896.5,1626
3256,896.7,1635
3257,897,1675
3258,897.2,1633
3259,897.5,1613
3260,897.7,1621
3261,898,1612
3262,898.2,1647
3263,898.5,1597
3264,898.7,1619
3265,899,1604
3266,899.2,1642
3267,899.4,1569
3268,899.7,1520
3269,899.9,1536
3270,900.2,1567
3271,900.4,1581
3272,900.7,1559
3273,900.9,1545
3274,901.2,1587
3275,901.4,1570
3276,901.7,1569
3277,901.9,1548
3278,902.2,1570
3279,902.4,1562
3280,902.7,1585
3281,902.9,1579
3282,903.2,1621
3283,903.4,1603
3284,903.7,1593
3285,903.9,1597
3286,904.2,1606
3287,904.4,1599
3288,904.7,1539
3289,904.9,1545
3290,905.2,1546
3291,905.4,1598
3292,905.7,1593
3293,905.9,1584
3294,906.1,1561
3295,906.4,1548
3296,906.6,1582
3297,906.9,1556
3298,907.1,1571
3299,907.4,1637
3300,907.6,1538
3301,907.9,1533
3302,908.1,1567
3303,908.4,1581
3304,908.6,1621
3305,908.9,1703
3306,909.1,1705
3307,909.4,1675
3308,909.6,1635
3309,909.9,1675
3310,910.1,1677
3311,910.4,1673
3312,910.6,1624
3313,910.9,1575
3314,911.1,1575
3315,911.4,1551
3316,911.6,1598
3317,911.9,1564
3318,912.1,1547
3319,912.4,1481
3320,912.6,1584
3321,912.9,1636
3322,913.1,1687
3323,913.3,1711
3324,913.6,1686
3325,913.8,1591
3326,914.1,1568
3327,914.3,1624
3328,914.6,1655
3329,914.8,1674
3330,915.1,1710
3331,915.3,1741
3332,915.6,1727
3333,915.8,1713
3334,916.1,1749
3335,916.3,1745
3336,916.6,1735
3337,916.8,1700
3338,917.1,1697
3339,917.3,1729
3340,917.6,1711
3341,917.8,1706
3342,918.1,1680
3343,918.3,1693
3344,918.6,1692
3345,918.8,1689
3346,919.1,1681
3347,919.3,1649
3348,919.6,1664
3349,919.8,1573
3350,920.1,1582
3351,920.3,1647
3352,920.6,1652
3353,920.8,1681
3354,921.1,1721
3355,921.3,1775
3356,921.6,1799
3357,921.8,1762
3358,922,1703
3359,922.3,1668
3360,922.5,1670
3361,922.8,1714
3362,923,1685
3363,923.3,1670
3364,923.5,1631
3365,923.8,1637
3366,924,1655
3367,924.3,1645
3368,924.5,1701
3369,924.8,1689
3370,925,1781
3371,925.3,1753
3372,925.5,1721
3373,925.8,1777
3374,926,1787
3375,926.3,1781
3376,926.5,1763
3377,926.8,1822
3378,927,1808
3379,927.3,1825
3380,927.5,1808
3381,927.8,1792
3382,928,1781
3383,928.3,1795
3384,928.5,1802
3385,928.8,1767
3386,929,1840
3387,929.3,1818
3388,929.5,1828
3389,929.8,1831
3390,930,1805
3391,930.3,1856
3392,930.5,1821
3393,930.8,1831
3394,931,1819
3395,931.3,1827
3396,931.5,1812
3397,931.8,1792
3398,932,1815
3399,932.3,1827
3400,932.5,1801
3401,932.7,1831
3402,933,1803
3403,933.2,1815
3404,933.5,1807
3405,933.7,1805
3406,934,1861
3407,934.2,1862
3408,934.5,1853
3409,934.7,1811
3410,935,1877
3411,935.2,1887
3412,935.5,1920
3413,935.7,1948
3414,936,1938
3415,936.2,1948
3416,936.5,1911
3417,936.7,1987
3418,937,1941
3419,937.2,1954
3420,937.5,1954
3421,937.7,1908
3422,938,1967
3423,938.2,1953
3424,938.5,1981
3425,938.7,2031
3426,939,1981
3427,939.2,1889
3428,939.5,1965
3429,939.7,1967
3430,940,1988
3431,940.2,2006
3432,940.5,1981
3433,940.7,2043
3434,941,1976
3435,941.2,1929
3436,941.5,1957
3437,941.7,1980
3438,942,1996
3439,942.2,1985
3440,942.5,2056
3441,942.7,2049
3442,943,2009
3443,943.2,2051
3444,943.5,2062
3445,943.7,2063
3446,944,2023
3447,944.2,1989
3448,944.5,1987
3449,944.7,1948
3450,945,1939
3451,945.2,1931
3452,945.5,2057
3453,945.7,2075
3454,946,2079
3455,946.2,2151
3456,946.5,2141
3457,946.7,2183
3458,947,2198
3459,947.2,2207
3460,947.5,2235
3461,947.7,2207
3462,948,2164
3463,948.2,2163
3464,948.5,2163
3465,948.7,2171
3466,949,2201
3467,949.2,2271
3468,949.5,2310
3469,949.7,2311
3470,950,2323
3471,950.2,2291
3472,950.5,2202
3473,950.7,2189
3474,950.9,2199
3475,951.2,2215
3476,951.4,2241
3477,951.7,2283
3478,951.9,2243
3479,952.2,2241
3480,952.4,2275
3481,952.7,2271
3482,952.9,2293
3483,953.2,2313
3484,953.4,2289
3485,953.7,2225
3486,953.9,2237
3487,954.2,2237
3488,954.4,2214
3489,954.7,2231
3490,954.9,2247
3491,955.2,2272
3492,955.4,2303
3493,955.7,2325
3494,955.9,2274
3495,956.2,2242
3496,956.4,2262
3497,956.7,2326
3498,956.9,2316
3499,957.2,2273
3500,957.4,2257
3501,957.7,2269
3502,957.9,2216
3503,958.2,2213
3504,958.4,2249
3505,958.7,2265
3506,958.9,2166
3507,959.2,2183
3508,959.4,2129
3509,959.7,2159
3510,959.9,2172
3511,960.2,2156
3512,960.4,2099
3513,960.7,2089
3514,960.9,2161
3515,961.2,2103
3516,961.4,2077
3517,961.7,2072
3518,961.9,2076
3519,962.2,2104
3520,962.4,2094
3521,962.7,2124
3522,962.9,2067
3523,963.2,2087
3524,963.4,2010
3525,963.7,2009
3526,963.9,2068
3527,964.2,2058
3528,964.4,2049
3529,964.7,2007
3530,964.9,1975
3531,965.2,1989
3532,965.4,2001
3533,965.7,1978
3534,965.9,1940
3535,966.2,1938
3536,966.4,1902
3537,966.7,1825
3538,966.9,1816
3539,967.2,1815
3540,967.4,1829
3541,967.7,1808
3542,967.9,1849
3543,968.2,1897
3544,968.4,1927
3545,968.7,1869
3546,968.9,1814
3547,969.2,1735
3548,969.4,1785
3549,969.7,1756
3550,969.9,1819
3551,970.2,1782
3552,970.4,1829
3553,970.7,1784
3554,970.9,1732
3555,971.2,1747
3556,971.4,1750
3557,971.7,1737
3558,971.9,1782
3559,972.2,1757
3560,972.4,1764
3561,972.7,1683
3562,972.9,1674
3563,973.2,1666
3564,973.4,1681
3565,973.7,1680
3566,973.9,1685
3567,974.2,1661
3568,974.4,1619
3569,974.7,1668
3570,974.9,1667
3571,975.2,1655
3572,975.4,1681
3573,975.7,1675
3574,975.9,1613
3575,976.2,1559
3576,976.4,1588
3577,976.7,1588
3578,976.9,1600
3579,977.2,1641
3580,977.4,1696
3581,977.7,1685
3582,977.9,1633
3583,978.2,1569
3584,978.5,1628
3585,978.7,1641
3586,979,1675
3587,979.2,1632
3588,979.5,1691
3589,979.7,1665
3590,980,1692
3591,980.2,1688
3592,980.5,1663
3593,980.7,1601
3594,981,1600
3595,981.2,1545
3596,981.5,1556
3597,981.7,1592
3598,982,1588
3599,982.2,1601
3600,982.5,1625
3601,982.7,1629
3602,983,1663
3603,983.2,1698
3604,983.5,1675
3605,983.7,1575
3606,984,1544
3607,984.2,1545
3608,984.5,1592
3609,984.7,1590
3610,985,1547
3611,985.2,1555
3612,985.5,1569
3613,985.7,1637
3614,986,1645
3615,986.2,1615
3616,986.5,1623
3617,986.7,1590
3618,987,1642
3619,987.2,1560
3620,987.5,1517
3621,987.7,1501
3622,988,1467
3623,988.2,1499
3624,988.5,1530
3625,988.7,1550
3626,989,1596
3627,989.2,1647
3628,989.5,1536
3629,989.7,1528
3630,990,1543
3631,990.2,1567
3632,990.5,1613
3633,990.7,1597
3634,991,1559
3635,991.2,1555
3636,991.5,1586
3637,991.7,1593
3638,992,1621
3639,992.2,1613
3640,992.5,1633
3641,992.7,1647
3642,993,1627
3643,993.2,1622
3644,993.5,1649
3645,993.7,1598
3646,994,1646
3647,994.2,1605
3648,994.5,1525
